month,division,line,day_type,num_sched_trains,num_actual_trains,service delivered
2020-01-01,B DIVISION,Q,1,2187,2114,96.66209
2020-01-01,B DIVISION,R,1,2124,2008,94.538605
2020-01-01,B DIVISION,R,2,1250,1234,98.72
2020-01-01,B DIVISION,S Fkln,1,786,786,100
2020-01-01,B DIVISION,S Fkln,2,677,675,99.70458
2020-01-01,B DIVISION,S Rock,1,472,462,97.88136
2020-01-01,B DIVISION,S Rock,2,435,433,99.54023
2020-01-01,B DIVISION,W,1,825,785,95.151514
2020-01-01,Systemwide,Systemwide,1,45942,44340,96.513
2020-01-01,Systemwide,Systemwide,2,23935,23356,97.580945
